count	reward_sum	squared_reward_sum	length
555	214.34926739148796	59.62047514660161	872
556	215.31865909602493	60.88639963797892	856
557	213.48628350440413	61.508728483342644	841
558	14.226687034592032	10032.608039686993	475
559	211.6977475900203	60.53841421446809	835
560	-93.59547028969973	10002.01349812144	93
561	213.81277037784457	60.28559952619584	851
562	214.02554050460458	59.37580945158173	869
563	212.80286491382867	60.124936718856816	844
564	-89.17851642239839	10003.66421902994	101
565	214.31877673231065	60.71407919458961	844
566	213.5537220123224	59.62226702876324	856
567	214.472209116444	61.286929625807154	839
568	213.92757598217577	61.79442804147678	827
569	-56.91967426426709	10012.400594091248	214
570	214.40140402503312	60.00981404839114	848
571	212.2460193252191	61.652317642953946	818
572	214.10825469065458	60.42047210398811	849
573	98.1101302858442	10055.750520919364	809
574	215.30991237796843	61.00334911237416	852
575	214.7055955985561	60.469068413897205	850
576	214.98533962853253	62.19243129264765	830
577	212.16916587762535	59.70503860327881	848
578	211.2756996662356	59.658859778296794	847
579	215.63598433230072	61.8860700037792	838
580	215.14169774856418	61.1806505507807	845
581	212.29384677205235	61.053020915567046	875
582	215.44062901102006	60.66148320614531	851
583	113.62129505258054	10060.898043107094	835
584	215.81068812962621	60.93561531818392	850
585	214.29186033830047	59.90917022662737	861
586	213.4263155106455	60.56150980598902	836
587	215.7036542124115	61.34714827596781	853
588	213.76077929139137	60.1765835943062	848
589	211.6006618682295	57.91777033241834	865
590	215.96353041287512	60.033091085246745	867
591	215.08043998107314	60.37927687411609	865
592	216.26002905517817	62.02264838748136	842
593	214.7815257254988	61.11428070323267	840
594	215.00690520834178	60.7370065738547	848
595	101.72299240715802	10057.741904544297	795
596	214.52408004552126	61.33657352039848	833
597	215.1626359950751	60.166396998657945	860
598	212.65149037074298	59.05801724753028	852
599	217.197110645473	62.05216918745931	844
600	214.95066308788955	60.972816224337805	841
601	215.21537913940847	61.96834814132376	830
602	213.81061817798764	58.92398715181871	856
603	214.64048645924777	60.976239482801226	835
604	215.04768210463226	60.80468544076838	853
605	214.90155225712806	60.00474269621865	855
606	214.43716839514673	60.61685089524625	843
607	214.69867968466133	60.314809764691915	846
608	215.08456211257726	61.1330106821688	845
609	214.49907964095473	59.804329152368844	853
610	215.30600758455694	59.815549781647924	861
611	213.398717333097	60.34382580845559	892
612	-92.3574540312402	10002.89754189365	160
613	211.52192051988095	62.81094607683944	938
614	214.03413248434663	62.04556880351669	865
615	212.01385714113712	60.67005770875247	907
616	214.24819085747004	60.037088249001556	859
617	211.1466422667727	61.159138241643525	899
618	212.85100699588656	62.85956586207034	856
619	213.31419498380274	61.33024356246886	882
620	214.11772204376757	61.79490872056871	873
621	214.74258971773088	60.79192579280548	858
622	207.43452779902145	61.387489750663676	961
623	217.01422580238432	61.009572122863034	857
624	215.97634465340525	59.928713747067036	861
625	216.93445592932403	61.05058915710832	846
626	215.54171329142991	60.36670078870457	845
627	216.59757214412093	59.97108219191514	855
628	216.0053555946797	60.871612452912856	849
629	-17.969047212041914	10023.740735283649	350
630	217.52581730869133	61.89960347737437	837
631	-89.47874496085569	10003.24173603678	88
632	216.3890957403928	61.36496085465983	837
633	216.0104479077272	61.40067095851295	834
634	217.62669982481748	62.14413123969105	843
635	-25.66356943640858	10020.003933002927	345
636	-21.13055788911879	10021.867972026641	350
637	218.00555634498596	62.14824972215493	841
638	85.28143125586212	10052.07214100904	735
639	215.96595141291618	60.65932427207697	848
640	217.1005867589265	62.09284503104013	845
641	216.1360032306984	61.23219680291541	838
642	101.34566047694534	10057.115841291354	787
643	79.42429052479565	10051.79301267909	701
644	214.12492686323822	60.37222057529704	843
645	215.83246146142483	60.99980788951376	842
646	217.1116746349726	63.15211682479775	826
647	214.33320044609718	61.431988458365005	827
648	216.91647441033274	62.00429941167358	831
649	216.42789799999446	62.72593436644119	814
650	217.87574819196016	62.292363049538224	845
651	-81.19859281182289	10005.149574638426	120
652	-98.74017975851893	10000.788978264123	59
653	216.34562872350216	61.1586211797119	843
654	22.312879737466574	10034.257625988937	505
655	217.1351966690272	62.45119433867736	831
656	216.51009247265756	61.8347585289881	837
657	38.09544011391699	10040.08222519804	547
658	217.7170737683773	63.57249247838128	823
659	217.37518054479733	63.24678583392214	826
660	217.83183440193534	62.605033791252986	841
661	101.29063295945525	10057.8702387048	782
662	216.64580295607448	62.17254806438581	831
663	216.610702293925	61.76174754624202	833
664	216.38301067054272	62.316441531883115	824
665	-6.893492395291105	10025.911194564644	403
666	-21.326267883181572	10024.546250969219	320
667	12.178171016275883	10031.316253036046	468
668	218.6798439770937	63.132477237728075	829
669	214.31568686757237	61.497235434264155	854
670	217.6237915996462	64.07611517071906	828
